movie_id,movie_title,movie_genres_str
394,Radioland Murders (1994),"[""Children's"", 'Mystery', 'Romance']"
395,Robin Hood: Men in Tights (1993),"[""Children's""]"
396,Serial Mom (1994),"[""Children's"", 'Comedy', 'Film-Noir']"
397,Striking Distance (1993),['unknown']
398,Super Mario Bros. (1993),"['unknown', 'Action', 'Animation', 'Sci-Fi']"
399,"Three Musketeers, The (1993)","['unknown', 'Action', ""Children's""]"
400,"Little Rascals, The (1994)","['Animation', ""Children's""]"
401,"Brady Bunch Movie, The (1995)","[""Children's""]"
402,Ghost (1990),"[""Children's"", 'Romance', 'Thriller']"
403,Batman (1989),"['unknown', 'Action', 'Comedy', 'Documentary']"
404,Pinocchio (1940),"['Adventure', 'Animation']"
405,Mission: Impossible (1996),"['unknown', 'Action', 'Mystery']"
406,Thinner (1996),"['Film-Noir', 'Thriller']"
407,Spy Hard (1996),"[""Children's""]"
408,"Close Shave, A (1995)","['Adventure', ""Children's"", 'Thriller']"
409,Jack (1996),"[""Children's"", 'Documentary']"
410,Kingpin (1996),"[""Children's""]"
411,"Nutty Professor, The (1996)","[""Children's"", 'Drama', 'Romance', 'Sci-Fi']"
412,"Very Brady Sequel, A (1996)","[""Children's""]"
413,Tales from the Crypt Presents: Bordello of Blood (1996),['Film-Noir']
414,My Favorite Year (1982),"[""Children's""]"
415,"Apple Dumpling Gang, The (1975)","['Animation', ""Children's"", 'unknown']"
416,Old Yeller (1957),"['Animation', 'Documentary']"
417,"Parent Trap, The (1961)","['Animation', 'Documentary']"
418,Cinderella (1950),"['Adventure', 'Animation', 'Musical']"
419,Mary Poppins (1964),"['Animation', ""Children's"", 'Musical']"
420,Alice in Wonderland (1951),"['Adventure', 'Animation', 'Musical']"
421,William Shakespeare's Romeo and Juliet (1996),"['Documentary', 'Romance']"
422,Aladdin and the King of Thieves (1996),"['Adventure', 'Animation', ""Children's""]"
423,E.T. the Extra-Terrestrial (1982),"['Animation', 'Documentary', 'Drama', 'Sci-Fi']"
424,Children of the Corn: The Gathering (1996),['Film-Noir']
425,Bob Roberts (1992),"[""Children's""]"
426,"Transformers: The Movie, The (1986)","['unknown', 'Adventure', 'Animation', 'Sci-Fi', 'Thriller', 'Western']"
427,To Kill a Mockingbird (1962),['Documentary']
428,Harold and Maude (1971),"[""Children's""]"
429,"Day the Earth Stood Still, The (1951)","['Documentary', 'Sci-Fi']"
430,Duck Soup (1933),"[""Children's"", 'Western']"
431,Highlander (1986),"['unknown', 'Action']"
432,Fantasia (1940),"['Adventure', 'Animation', 'Musical']"
433,Heathers (1989),"[""Children's""]"
434,Forbidden Planet (1956),['Sci-Fi']
435,Butch Cassidy and the Sundance Kid (1969),"['unknown', ""Children's"", 'unknown']"
436,"American Werewolf in London, An (1981)",['Film-Noir']
437,Amityville 1992: It's About Time (1992),['Film-Noir']
438,Amityville 3-D (1983),['Film-Noir']
439,Amityville: A New Generation (1993),['Film-Noir']
440,Amityville II: The Possession (1982),['Film-Noir']
441,"Amityville Horror, The (1979)",['Film-Noir']
442,"Amityville Curse, The (1990)",['Film-Noir']
443,"Birds, The (1963)",['Film-Noir']
444,"Blob, The (1958)","['Film-Noir', 'Sci-Fi']"
445,"Body Snatcher, The (1945)",['Film-Noir']
446,Burnt Offerings (1976),['Film-Noir']
447,Carrie (1976),['Film-Noir']
448,"Omen, The (1976)",['Film-Noir']
449,Star Trek: The Motion Picture (1979),"['unknown', 'Action', 'Sci-Fi']"
450,Star Trek V: The Final Frontier (1989),"['unknown', 'Action', 'Sci-Fi']"
451,Grease (1978),"[""Children's"", 'Musical', 'Romance']"
452,Jaws 2 (1978),"['unknown', 'Film-Noir']"
453,Jaws 3-D (1983),"['unknown', 'Film-Noir']"
454,Bastard Out of Carolina (1996),['Documentary']
455,Jackie Chan's First Strike (1996),['unknown']
456,Beverly Hills Ninja (1997),"['unknown', ""Children's""]"
457,Free Willy 3: The Rescue (1997),"['Action', 'Animation', 'Documentary']"
458,Nixon (1995),['Documentary']
459,"Cry, the Beloved Country (1995)",['Documentary']
460,"Crossing Guard, The (1995)",['Documentary']
461,Smoke (1995),['Documentary']
462,Like Water For Chocolate (Como agua para chocolate) (1992),"['Documentary', 'Romance']"
463,"Secret of Roan Inish, The (1994)",['Action']
464,Vanya on 42nd Street (1994),['Documentary']
465,"Jungle Book, The (1994)","['Action', 'Animation', 'Romance']"
466,Red Rock West (1992),['Thriller']
467,"Bronx Tale, A (1993)",['Documentary']
468,Rudy (1993),['Documentary']
469,Short Cuts (1993),['Documentary']
470,Tombstone (1993),['unknown']
471,Courage Under Fire (1996),"['Documentary', 'Western']"
472,Dragonheart (1996),"['unknown', 'Action', 'Drama']"
473,James and the Giant Peach (1996),"['Adventure', 'Animation', 'Musical']"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"['Sci-Fi', 'Western']"
475,Trainspotting (1996),['Documentary']
476,"First Wives Club, The (1996)","[""Children's""]"
477,Matilda (1996),"['Animation', ""Children's""]"
478,"Philadelphia Story, The (1940)","[""Children's"", 'Romance']"
479,Vertigo (1958),"['Mystery', 'Thriller']"
480,North by Northwest (1959),"[""Children's"", 'Thriller']"
481,"Apartment, The (1960)","[""Children's"", 'Documentary']"
482,Some Like It Hot (1959),"[""Children's"", 'Comedy']"
483,Casablanca (1942),"['Documentary', 'Romance', 'Western']"
484,"Maltese Falcon, The (1941)","['Fantasy', 'Mystery']"
485,My Fair Lady (1964),"['Musical', 'Romance']"
486,Sabrina (1954),"[""Children's"", 'Romance']"
487,Roman Holiday (1953),"[""Children's"", 'Romance']"
488,Sunset Blvd. (1950),['Fantasy']
489,Notorious (1946),"['Fantasy', 'Romance', 'Thriller']"
490,To Catch a Thief (1955),"[""Children's"", 'Romance', 'Thriller']"
491,"Adventures of Robin Hood, The (1938)","['unknown', 'Action']"
492,East of Eden (1955),['Documentary']
493,"Thin Man, The (1934)",['Mystery']
494,His Girl Friday (1940),"[""Children's""]"
495,Around the World in 80 Days (1956),"['Action', ""Children's""]"
496,It's a Wonderful Life (1946),['Documentary']
497,Bringing Up Baby (1938),"[""Children's""]"
498,"African Queen, The (1951)","['unknown', 'Action', 'Romance', 'Western']"
499,Cat on a Hot Tin Roof (1958),['Documentary']
500,Fly Away Home (1996),"['Action', 'Animation']"
501,Dumbo (1941),"['Adventure', 'Animation', 'Musical']"
502,Bananas (1971),"[""Children's"", 'Western']"
503,"Candidate, The (1972)",['Documentary']
504,Bonnie and Clyde (1967),"['Comedy', 'Documentary']"
505,Dial M for Murder (1954),"['Mystery', 'Thriller']"
506,Rebel Without a Cause (1955),['Documentary']
507,"Streetcar Named Desire, A (1951)",['Documentary']
508,"People vs. Larry Flynt, The (1996)",['Documentary']
509,My Left Foot (1989),['Documentary']
510,"Magnificent Seven, The (1954)","['unknown', 'Documentary', 'unknown']"
511,Lawrence of Arabia (1962),"['Action', 'Western']"
512,Wings of Desire (1987),"[""Children's"", 'Documentary', 'Romance']"
513,"Third Man, The (1949)","['Mystery', 'Thriller']"
514,Annie Hall (1977),"[""Children's"", 'Romance']"
515,"Boot, Das (1981)","['unknown', 'Documentary', 'Western']"
516,Local Hero (1983),"[""Children's""]"
517,Manhattan (1979),"[""Children's"", 'Documentary', 'Romance']"
518,Miller's Crossing (1990),['Documentary']
519,"Treasure of the Sierra Madre, The (1948)",['Action']
520,"Great Escape, The (1963)","['Action', 'Western']"
521,"Deer Hunter, The (1978)","['Documentary', 'Western']"
522,Down by Law (1986),"[""Children's"", 'Documentary']"
523,Cool Hand Luke (1967),"[""Children's"", 'Documentary']"
524,"Great Dictator, The (1940)","[""Children's""]"
525,"Big Sleep, The (1946)","['Fantasy', 'Mystery']"
526,Ben-Hur (1959),"['unknown', 'Action', 'Documentary']"
527,Gandhi (1982),['Documentary']
528,"Killing Fields, The (1984)","['Documentary', 'Western']"
529,My Life as a Dog (Mitt liv som hund) (1985),['Documentary']
530,"Man Who Would Be King, The (1975)",['Action']
531,Shine (1996),"['Documentary', 'Romance']"
532,Kama Sutra: A Tale of Love (1996),['Romance']
533,"Daytrippers, The (1996)",['Mystery']
534,Traveller (1997),['Documentary']
535,Addicted to Love (1997),"[""Children's"", 'Romance']"
536,Ponette (1996),['Documentary']
537,My Own Private Idaho (1991),['Documentary']
538,Anastasia (1997),"['Adventure', 'Animation', 'Musical']"
539,Mouse Hunt (1997),"['Animation', ""Children's""]"
540,Money Train (1995),['unknown']
541,Mortal Kombat (1995),"['unknown', 'Action']"
542,Pocahontas (1995),"['Adventure', 'Animation', 'Musical', 'Romance']"
543,"Misérables, Les (1995)","['Documentary', 'Musical']"
544,Things to Do in Denver when You're Dead (1995),"['Comedy', 'Documentary', 'Romance']"
545,Vampire in Brooklyn (1995),"[""Children's"", 'Romance']"
546,Broken Arrow (1996),"['unknown', 'Thriller']"
547,"Young Poisoner's Handbook, The (1995)",['Comedy']
548,"NeverEnding Story III, The (1994)","['Animation', 'Drama']"
549,Rob Roy (1995),"['Documentary', 'Romance', 'Western']"
550,Die Hard: With a Vengeance (1995),"['unknown', 'Thriller']"
551,Lord of Illusions (1995),['Film-Noir']
552,Species (1995),['Sci-Fi']
553,"Walk in the Clouds, A (1995)","['Documentary', 'Romance']"
554,Waterworld (1995),"['unknown', 'Action']"
555,White Man's Burden (1995),['Documentary']
556,Wild Bill (1995),['unknown']
557,Farinelli: il castrato (1994),"['Documentary', 'Musical']"
558,Heavenly Creatures (1994),"['Documentary', 'Drama', 'Thriller']"
559,Interview with the Vampire (1994),"['Documentary', 'Film-Noir']"
560,"Kid in King Arthur's Court, A (1995)","['Action', 'Animation', ""Children's"", 'Drama', 'Romance', 'Sci-Fi']"
561,Mary Shelley's Frankenstein (1994),"['Documentary', 'Film-Noir']"
562,"Quick and the Dead, The (1995)","['unknown', 'Action', 'unknown']"
563,Stephen King's The Langoliers (1995),['Film-Noir']
564,Tales from the Hood (1995),"[""Children's"", 'Film-Noir']"
565,Village of the Damned (1995),"['Film-Noir', 'Thriller']"
566,Clear and Present Danger (1994),"['unknown', 'Action', 'Thriller']"
567,Wes Craven's New Nightmare (1994),['Film-Noir']
568,Speed (1994),"['unknown', 'Romance', 'Thriller']"
569,Wolf (1994),"['Documentary', 'Film-Noir']"
570,Wyatt Earp (1994),['unknown']
571,Another Stakeout (1993),"[""Children's"", 'Thriller']"
572,Blown Away (1994),"['unknown', 'Thriller']"
573,Body Snatchers (1993),"['Film-Noir', 'Sci-Fi', 'Thriller']"
574,Boxing Helena (1993),"['Mystery', 'Romance', 'Thriller']"
575,City Slickers II: The Legend of Curly's Gold (1994),"[""Children's"", 'unknown']"
576,Cliffhanger (1993),"['unknown', 'Action', 'Comedy']"
577,Coneheads (1993),"[""Children's"", 'Sci-Fi']"
578,Demolition Man (1993),"['unknown', 'Sci-Fi']"
579,Fatal Instinct (1993),"[""Children's""]"
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","[""Children's"", 'Romance']"
581,Kalifornia (1993),"['Documentary', 'Thriller']"
582,"Piano, The (1993)","['Documentary', 'Romance']"
583,Romeo Is Bleeding (1993),"['Comedy', 'Thriller']"
584,"Secret Garden, The (1993)","['Animation', 'Documentary']"
585,Son in Law (1993),"[""Children's""]"
586,Terminal Velocity (1994),['unknown']
587,"Hour of the Pig, The (1993)","['Documentary', 'Mystery']"
588,Beauty and the Beast (1991),"['Adventure', 'Animation', 'Musical']"
589,"Wild Bunch, The (1969)",['unknown']
590,Hellraiser: Bloodline (1996),"['unknown', 'Film-Noir', 'Sci-Fi']"
591,Primal Fear (1996),"['Documentary', 'Thriller']"
592,True Crime (1995),"['Mystery', 'Thriller']"
593,Stalingrad (1993),['Western']
594,Heavy (1995),"['Documentary', 'Romance']"
595,"Fan, The (1996)",['Thriller']
596,"Hunchback of Notre Dame, The (1996)","['Adventure', 'Animation', 'Musical']"
597,Eraser (1996),"['unknown', 'Thriller']"
598,"Big Squeeze, The (1996)","[""Children's"", 'Documentary']"
599,Police Story 4: Project S (Chao ji ji hua) (1993),['unknown']
600,Daniel Defoe's Robinson Crusoe (1996),['Animation']
601,For Whom the Bell Tolls (1943),"['Action', 'Western']"
602,"American in Paris, An (1951)","['Musical', 'Romance']"
603,Rear Window (1954),"['Mystery', 'Thriller']"
604,It Happened One Night (1934),"[""Children's""]"
605,Meet Me in St. Louis (1944),['Musical']
606,All About Eve (1950),['Documentary']
607,Rebecca (1940),"['Romance', 'Thriller']"
608,Spellbound (1945),"['Mystery', 'Romance', 'Thriller']"
609,Father of the Bride (1950),"[""Children's""]"
610,Gigi (1958),['Musical']
611,Laura (1944),"['Comedy', 'Fantasy', 'Mystery']"
612,Lost Horizon (1937),['Documentary']
613,My Man Godfrey (1936),"[""Children's""]"
614,Giant (1956),['Documentary']
615,"39 Steps, The (1935)",['Thriller']
616,Night of the Living Dead (1968),"['Film-Noir', 'Sci-Fi']"
617,"Blue Angel, The (Blaue Engel, Der) (1930)",['Documentary']
618,Picnic (1955),['Documentary']
619,Extreme Measures (1996),"['Documentary', 'Thriller']"
620,"Chamber, The (1996)",['Documentary']
621,"Davy Crockett, King of the Wild Frontier (1955)",['unknown']
622,Swiss Family Robinson (1960),"['Action', 'Animation']"
623,Angels in the Outfield (1994),"['Animation', ""Children's""]"
624,"Three Caballeros, The (1945)","['Adventure', 'Animation', 'Musical']"
625,"Sword in the Stone, The (1963)","['Adventure', 'Animation']"
626,So Dear to My Heart (1949),"['Animation', 'Documentary']"
627,Robin Hood: Prince of Thieves (1991),['Documentary']
628,Sleepers (1996),"['Comedy', 'Documentary']"
629,Victor/Victoria (1982),"[""Children's"", 'Musical']"
630,"Great Race, The (1965)","[""Children's"", 'Musical']"
631,"Crying Game, The (1992)","['unknown', 'Documentary', 'Romance', 'Western']"
632,Sophie's Choice (1982),['Documentary']
633,"Christmas Carol, A (1938)",['Documentary']
634,Microcosmos: Le peuple de l'herbe (1996),['Crime']
635,"Fog, The (1980)",['Film-Noir']
636,Escape from New York (1981),"['unknown', 'Action', 'Sci-Fi', 'Thriller']"
637,"Howling, The (1981)","[""Children's"", 'Film-Noir']"
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",['Documentary']
639,"Tin Drum, The (Blechtrommel, Die) (1979)",['Documentary']
640,"Cook the Thief His Wife & Her Lover, The (1989)",['Documentary']
641,Paths of Glory (1957),"['Documentary', 'Western']"
642,"Grifters, The (1990)","['Comedy', 'Documentary', 'Fantasy']"
643,The Innocent (1994),"['Documentary', 'Romance']"
644,"Thin Blue Line, The (1988)",['Crime']
645,Paris Is Burning (1990),['Crime']
646,Once Upon a Time in the West (1969),['unknown']
647,Ran (1985),"['Documentary', 'Western']"
648,"Quiet Man, The (1952)","[""Children's"", 'Romance']"
649,Once Upon a Time in America (1984),"['Comedy', 'Documentary', 'Thriller']"
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Documentary']
651,Glory (1989),"['unknown', 'Documentary', 'Western']"
652,Rosencrantz and Guildenstern Are Dead (1990),"[""Children's"", 'Documentary']"
653,Touch of Evil (1958),"['Comedy', 'Fantasy', 'Thriller']"
654,Chinatown (1974),"['Fantasy', 'Mystery', 'Thriller']"
655,Stand by Me (1986),"['Action', ""Children's"", 'Documentary']"
656,M (1931),"['Comedy', 'Fantasy', 'Thriller']"
657,"Manchurian Candidate, The (1962)","['Fantasy', 'Thriller']"
658,Pump Up the Volume (1990),['Documentary']
659,Arsenic and Old Lace (1944),"[""Children's"", 'Mystery', 'Thriller']"
660,Fried Green Tomatoes (1991),['Documentary']
661,High Noon (1952),['unknown']
662,Somewhere in Time (1980),"['Documentary', 'Romance']"
663,Being There (1979),"[""Children's""]"
664,"Paris, Texas (1984)",['Documentary']
665,Alien 3 (1992),"['unknown', 'Film-Noir', 'Sci-Fi', 'Thriller']"
666,Blood For Dracula (Andy Warhol's Dracula) (1974),['Film-Noir']
667,Audrey Rose (1977),['Film-Noir']
668,Blood Beach (1981),"['unknown', 'Film-Noir']"
669,Body Parts (1991),['Film-Noir']
670,Body Snatchers (1993),"['Film-Noir', 'Sci-Fi', 'Thriller']"
671,Bride of Frankenstein (1935),['Film-Noir']
672,Candyman (1992),['Film-Noir']
673,Cape Fear (1962),"['Fantasy', 'Thriller']"
674,Cat People (1982),['Film-Noir']
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",['Film-Noir']
676,"Crucible, The (1996)",['Documentary']
677,Fire on the Mountain (1996),['Crime']
678,Volcano (1997),"['Documentary', 'Thriller']"
679,Conan the Barbarian (1981),"['unknown', 'Action']"
680,Kull the Conqueror (1997),"['unknown', 'Action']"
681,Wishmaster (1997),['Film-Noir']
682,I Know What You Did Last Summer (1997),"['Film-Noir', 'Mystery', 'Thriller']"
683,Rocket Man (1997),"[""Children's""]"
684,In the Line of Fire (1993),"['unknown', 'Thriller']"
685,Executive Decision (1996),"['unknown', 'Thriller']"
686,"Perfect World, A (1993)","['unknown', 'Documentary']"
687,McHale's Navy (1997),"[""Children's"", 'Western']"
688,Leave It to Beaver (1997),"[""Children's""]"
689,"Jackal, The (1997)","['unknown', 'Thriller']"
690,Seven Years in Tibet (1997),"['Documentary', 'Western']"
691,Dark City (1998),"['Fantasy', 'Sci-Fi', 'Thriller']"
692,"American President, The (1995)","[""Children's"", 'Documentary', 'Romance']"
693,Casino (1995),['Documentary']
694,Persuasion (1995),['Romance']
695,Kicking and Screaming (1995),"[""Children's"", 'Documentary']"
696,City Hall (1996),"['Documentary', 'Thriller']"
697,"Basketball Diaries, The (1995)",['Documentary']
698,"Browning Version, The (1994)",['Documentary']
699,Little Women (1994),['Documentary']
700,Miami Rhapsody (1995),"[""Children's""]"
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",['Crime']
702,Barcelona (1994),"[""Children's"", 'Romance']"
703,Widows' Peak (1994),['Documentary']
704,"House of the Spirits, The (1993)","['Documentary', 'Romance']"
705,Singin' in the Rain (1952),"['Musical', 'Romance']"
706,Bad Moon (1996),['Film-Noir']
707,Enchanted April (1991),['Documentary']
708,"Sex, Lies, and Videotape (1989)",['Documentary']
709,Strictly Ballroom (1992),"[""Children's"", 'Romance']"
710,Better Off Dead... (1985),"[""Children's""]"
711,"Substance of Fire, The (1996)",['Documentary']
712,Tin Men (1987),"[""Children's"", 'Documentary']"
713,Othello (1995),['Documentary']
714,Carrington (1995),"['Documentary', 'Romance']"
715,To Die For (1995),"[""Children's"", 'Documentary']"
716,Home for the Holidays (1995),"['Documentary', 'Romance']"
717,"Juror, The (1996)","['Documentary', 'Thriller']"
718,In the Bleak Midwinter (1995),"[""Children's""]"
719,Canadian Bacon (1994),"[""Children's"", 'Western']"
720,First Knight (1995),"['unknown', 'Action', 'Documentary', 'Romance']"
721,Mallrats (1995),"[""Children's""]"
722,Nine Months (1995),"[""Children's""]"
723,Boys on the Side (1995),"[""Children's"", 'Documentary']"
724,Circle of Friends (1995),"['Documentary', 'Romance']"
725,Exit to Eden (1994),"[""Children's""]"
726,Fluke (1995),"['Animation', 'Documentary']"
727,Immortal Beloved (1994),"['Documentary', 'Romance']"
728,Junior (1994),"[""Children's"", 'Sci-Fi']"
729,Nell (1994),['Documentary']
730,"Queen Margot (Reine Margot, La) (1994)","['Documentary', 'Romance']"
731,"Corrina, Corrina (1994)","[""Children's"", 'Documentary', 'Romance']"
732,Dave (1993),"[""Children's"", 'Romance']"
733,Go Fish (1994),"['Documentary', 'Romance']"
734,Made in America (1993),"[""Children's""]"
735,Philadelphia (1993),['Documentary']
736,Shadowlands (1993),"['Documentary', 'Romance']"
737,Sirens (1994),"[""Children's"", 'Documentary']"
738,Threesome (1994),"[""Children's"", 'Romance']"
739,Pretty Woman (1990),"[""Children's"", 'Romance']"
740,Jane Eyre (1996),"['Documentary', 'Romance']"
741,"Last Supper, The (1995)","['Documentary', 'Thriller']"
742,Ransom (1996),"['Documentary', 'Thriller']"
743,"Crow: City of Angels, The (1996)","['unknown', 'Thriller']"
744,Michael Collins (1996),"['Documentary', 'Western']"
745,"Ruling Class, The (1972)","[""Children's""]"
746,Real Genius (1985),"[""Children's""]"
747,Benny & Joon (1993),"[""Children's"", 'Romance']"
748,"Saint, The (1997)","['unknown', 'Romance', 'Thriller']"
749,"MatchMaker, The (1997)","[""Children's"", 'Romance']"
750,Amistad (1997),['Documentary']
751,Tomorrow Never Dies (1997),"['unknown', 'Romance', 'Thriller']"
752,"Replacement Killers, The (1998)","['unknown', 'Thriller']"
753,Burnt By the Sun (1994),['Documentary']
754,Red Corner (1997),"['Comedy', 'Thriller']"
755,Jumanji (1995),"['unknown', 'Action', 'Animation', 'Drama', 'Sci-Fi']"
756,Father of the Bride Part II (1995),"[""Children's""]"
757,Across the Sea of Time (1995),['Crime']
758,Lawnmower Man 2: Beyond Cyberspace (1996),"['Sci-Fi', 'Thriller']"
759,Fair Game (1995),['unknown']
760,Screamers (1995),['Sci-Fi']
761,Nick of Time (1995),"['unknown', 'Thriller']"
762,Beautiful Girls (1996),['Documentary']
763,Happy Gilmore (1996),"[""Children's""]"
764,If Lucy Fell (1996),"[""Children's"", 'Romance']"
765,Boomerang (1992),"[""Children's"", 'Romance']"
766,Man of the Year (1995),['Crime']
767,"Addiction, The (1995)",['Film-Noir']
768,Casper (1995),"['Action', 'Animation']"
769,Congo (1995),"['unknown', 'Action', 'Mystery', 'Sci-Fi']"
770,Devil in a Blue Dress (1995),"['Comedy', 'Fantasy', 'Mystery', 'Thriller']"
771,Johnny Mnemonic (1995),"['unknown', 'Sci-Fi', 'Thriller']"
772,Kids (1995),['Documentary']
773,Mute Witness (1994),['Thriller']
774,"Prophecy, The (1995)",['Film-Noir']
775,Something to Talk About (1995),"[""Children's"", 'Documentary', 'Romance']"
776,Three Wishes (1995),['Documentary']
777,Castle Freak (1995),['Film-Noir']
778,Don Juan DeMarco (1995),"[""Children's"", 'Documentary', 'Romance']"
779,Drop Zone (1994),['unknown']
780,Dumb & Dumber (1994),"[""Children's""]"
781,French Kiss (1995),"[""Children's"", 'Romance']"
782,Little Odessa (1994),['Documentary']
783,Milk Money (1994),"[""Children's"", 'Romance']"
784,Beyond Bedlam (1993),"['Documentary', 'Film-Noir']"
785,Only You (1994),"[""Children's"", 'Romance']"
786,"Perez Family, The (1995)","[""Children's"", 'Romance']"
787,Roommates (1995),"[""Children's"", 'Documentary']"
788,Relative Fear (1994),"['Film-Noir', 'Thriller']"
789,Swimming with Sharks (1995),"[""Children's"", 'Documentary']"
790,Tommy Boy (1995),"[""Children's""]"
791,"Baby-Sitters Club, The (1995)",['Animation']
792,Bullets Over Broadway (1994),"[""Children's""]"
793,Crooklyn (1994),"[""Children's""]"
794,It Could Happen to You (1994),"['Documentary', 'Romance']"
795,Richie Rich (1994),"['Animation', ""Children's""]"
796,Speechless (1994),"[""Children's"", 'Romance']"
797,Timecop (1994),"['unknown', 'Sci-Fi']"
798,Bad Company (1995),['unknown']
799,Boys Life (1995),['Documentary']
800,In the Mouth of Madness (1995),"['Film-Noir', 'Thriller']"
801,"Air Up There, The (1994)","[""Children's""]"
802,Hard Target (1993),"['unknown', 'Action', 'Comedy', 'Thriller']"
803,Heaven & Earth (1993),"['unknown', 'Documentary', 'Western']"
804,Jimmy Hollywood (1994),"[""Children's""]"
805,Manhattan Murder Mystery (1993),"[""Children's"", 'Mystery']"
806,Menace II Society (1993),"['unknown', 'Comedy', 'Documentary']"
807,Poetic Justice (1993),['Documentary']
